processes,size,time
16,500,72.3844
16,500,15.4675
16,500,22.4119
16,500,46.517
16,500,68.8748
16,600,121.613
16,600,151.024
16,600,118.695
16,600,91.7562
16,600,119.642
16,600,113.964
16,600,75.103
16,600,114.026
16,600,183.275
16,600,118.372
16,700,19.2457
16,700,129.989
16,700,182.749
16,700,148.77
16,700,286.921
16,700,208.966
16,700,198.818
16,700,106.147
16,700,189.827
16,700,157.336
16,800,107.15
16,800,120.89
16,800,258.256
16,800,158.728
16,800,61.192
16,800,166.182
16,800,295.37
16,800,295.595
16,800,93.4833
16,800,154.81
16,900,406.452
16,900,123.228
16,900,375.657
16,900,102.58
16,900,388.286
16,900,233.085
16,900,279.54
16,900,354
16,900,211.828
16,900,342.277
16,1000,468.863
16,1000,296.027
16,1000,516.255
16,1000,396.898
16,1000,278.976
16,1000,741.151
16,1000,45.5083
16,1000,209.9
16,1000,160.729
16,1000,223.073
32,10,0.921312
32,10,1.0944
32,10,1.2305
32,10,1.71819
32,10,1.23185
32,10,0.760102
32,10,1.28771
32,10,1.15801
32,10,1.11792
32,10,1.29326
32,20,1.25647
32,20,1.43437
32,20,1.73022
32,20,1.10247
32,20,0.975318
32,20,1.35523
32,20,1.42571
32,20,1.59332
32,20,2.09836
32,20,1.85703
32,30,1.4818
32,30,1.73466
32,30,1.06366
32,30,1.47251
32,30,1.34593
32,30,1.55659
32,30,2.06767
32,30,1.67353
32,30,1.3738
32,30,1.76868
32,40,1.22035
32,40,2.31459
32,40,1.78726
32,40,2.33294
32,40,3.86962
32,40,1.58553
32,40,2.2499
32,40,1.42614
32,40,1.70304
32,40,2.29284
32,50,2.79354
32,50,2.25284
32,50,2.72117
32,50,4.38932
32,50,2.40513
32,50,3.4771
32,50,1.8574
32,50,1.59802
32,50,2.74238
32,50,3.93446
32,60,2.60648
32,60,2.19645
32,60,4.71641
32,60,1.3609
32,60,3.39945
32,60,1.30976
32,60,2.80133
32,60,3.08997
32,60,3.44451
32,60,3.13693
32,70,5.72863
32,70,2.18805
32,70,4.64614
32,70,5.13937
32,70,5.83633
32,70,3.37697
32,70,2.48071
32,70,2.13986
32,70,1.75746
32,70,2.27986
32,80,1.9114
32,80,2.19427
32,80,5.01247
32,80,6.18848
32,80,4.48229
32,80,2.54717
32,80,2.6165
32,80,5.4198
32,80,5.70613
32,80,4.54756
32,90,3.30065
32,90,4.41384
32,90,10.4635
32,90,3.7771
32,90,5.33768
32,90,10.0471
32,90,3.84978
32,90,7.5979
32,90,4.07601
32,90,2.83718
32,100,3.93813
32,100,5.41444
32,100,5.94877
32,100,2.47263
32,100,6.86236
32,100,7.74219
32,100,1.79756
32,100,5.44625
32,100,6.29495
32,100,6.58184
32,200,15.6506
32,200,12.4405
32,200,24.0558
32,200,10.7405
32,200,41.7099
32,200,20.628
32,200,23.606
32,200,8.48755
32,200,15.4498
32,200,7.15318
32,300,20.8721
32,300,28.712
32,300,50.6743
32,300,52.0684
32,300,26.2424
32,300,24.4996
32,300,32.8173
32,300,20.521
32,300,14.333
32,300,17.7401
32,400,55.127
32,400,37.1641
32,400,57.4852
32,400,31.9731
32,400,35.0728
32,400,39.0026
32,400,43.3226
32,400,14.4584
32,400,42.2144
32,400,37.6921
32,500,54.5069
32,500,66.2373
32,500,58.1587
32,500,87.996
32,500,87.3649
32,500,107.706
32,500,76.6578
32,500,84.9225
32,500,65.7092
32,500,69.1093
32,600,106.81
32,600,116.308
32,600,107.145
32,600,29.1351
32,600,166.1
32,600,123.657
32,600,148.391
32,600,182.513
32,600,130.276
32,600,115.944
32,700,253.112
32,700,220.417
32,700,150.796
32,700,185.713
32,700,159.781
32,700,246.424
32,700,229.945
32,700,160.602
32,700,205.277
32,700,77.5376
32,800,212.018
32,800,232.738
32,800,171.348
32,800,237.983
32,800,178.977
32,800,122.149
32,800,322.135
32,800,382.843
32,800,164.789
32,800,290.483
32,900,473.994
32,900,261.859
32,900,334.47
32,900,1228.97
32,900,501.355
32,900,523.271
32,900,425.501
32,900,583.367
32,900,442.426
32,900,155.749
32,1000,388.688
32,1000,354.931
32,1000,358.388
32,1000,604.752
32,1000,392.548
32,1000,515.396
32,1000,326.971
32,1000,396.254
32,1000,623.805
32,1000,201
1,10,0.000187
1,10,0.000212
1,10,0.000187
1,10,0.000302
1,10,0.000238
1,10,0.000203
1,10,0.000252
1,10,0.0003
1,10,0.00019
1,10,0.000314
1,20,0.000461
1,20,0.000223
1,20,0.000222
1,20,0.00019
1,20,0.000226
1,20,0.000207
1,20,0.00024
1,20,0.00024
1,20,0.00019
1,20,0.000383
1,30,0.000195
1,30,0.000198
1,30,0.00019
1,30,0.000218
1,30,0.000198
1,30,0.000208
1,30,0.000196
1,30,0.000269
1,30,0.000321
1,30,0.000489
1,40,0.000194
1,40,0.000199
1,40,0.000191
1,40,0.000202
1,40,0.000261
1,40,0.000202
1,40,0.000188
1,40,0.000192
1,40,0.000264
1,40,0.000243
1,50,0.000194
1,50,0.000186
1,50,0.00019
